cell,Specimen.ID,Species,T2T3Red,Lat,Lon,X,Y,TemplateX,TemplateY,Difference1,Difference2,Distance
212,AMNH_BEE 00095217,bifarius,0,42.70444,-121.99583,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00095218,bifarius,0,42.70444,-121.99583,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00094976,bifarius,0,42.77055,-121.78861,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00095744,bifarius,0,42.94167,-122.15,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00094979,bifarius,0,43.3125,-122.14166,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00094980,bifarius,0,43.3125,-122.14166,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00094981,bifarius,0,43.3125,-122.14166,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00095729,bifarius,0,43.3125,-122.14166,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00095730,bifarius,0,43.3125,-122.14166,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
212,AMNH_BEE 00095731,bifarius,0,43.3125,-122.14166,0.487409821,0.471894417,0.599831093,0.706655227,-0.112421272,-0.234760809,0.260290568
214,HH15-0401-2,bifarius,0,42.67524,-118.68547,0.24135831,0.186900742,0.599831093,0.706655227,-0.358472783,-0.519754485,0.631385351
214,HH15-0302-5,bifarius,0,42.74953,-118.67723,0.24135831,0.186900742,0.599831093,0.706655227,-0.358472783,-0.519754485,0.631385351
218,ENT.707951,bifarius,0,42.822394,-110.977708,0.534414755,0.46345401,0.599831093,0.706655227,-0.065416338,-0.243201217,0.251845447
218,ENT.707953,bifarius,0,42.822394,-110.977708,0.534414755,0.46345401,0.599831093,0.706655227,-0.065416338,-0.243201217,0.251845447
